JobNum,Lot_ID,PartNum,TestStage,HeatTreatSequence,AgeTemp_F,AgeTime_hr,Reaged,Mean_OD_in,Mean_ID_in,Mean_HRC,MeanShear_ksi,MinShear_ksi,MaxShear_ksi,StdShear_ksi,SpecimenCount,Heat,C,Mn,Si,P,S,Ni,Cr,Mo,Cu,Nb,RawDiameter,SolutionTemp_F,SolutionTime_hr,CertAgeTemp_F,CertAgeTime_hr,SolutionHard_HBW,Dia_Tensile,Cert_UTS_ksi,Cert_Yield_ksi,Cert_Elong_pct,Cert_RA_pct,AgedHard_HRC,GrainSize,MeanNetArea_in2,MeanShearLoad_lbf
F2915-00,16347,115A5260-603,T1,1,1160,4,0,1.3497666666666668,0.7302666666666667,29.75,91.03891914016724,90.27415212530265,91.48151225259315,0.4309024885237329,6,973876,0.04,0.44,0.42,0.019,0.002,4.47,14.46,0.2,3.34,,1.385,1900.0,0.75,900.0,1.0,319.0,0.5,199.0,180.0,16.0,56.0,,,1.0120488758994903,184271.67155782168
F2915-00,16347,115A5260-603,T1A,2,1180,4,1,1.3495833333333334,0.7302333333333334,25.733333333333334,87.47137230831531,86.85296286606868,87.86987909404162,0.34569103663085404,6,973876,0.04,0.44,0.42,0.019,0.002,4.47,14.46,0.2,3.34,,1.385,1900.0,0.75,900.0,1.0,319.0,0.5,199.0,180.0,16.0,56.0,,,1.0116984332024777,176989.30062878635
F2915-00,16347,115A5260-603,T2,2,1180,4,1,1.349653846153846,0.7375307692307691,25.653846153846153,88.09767964393212,87.34239330222867,89.05487550805314,0.5589939129585317,13,973876,0.04,0.44,0.42,0.019,0.002,4.47,14.46,0.2,3.34,,1.385,1900.0,0.75,900.0,1.0,319.0,0.5,199.0,180.0,16.0,56.0,,,1.0034355861461142,176800.69362324322
F2916-00,16827,115A5260-603,T1,1,1160,4,0,1.34975,0.73005,30.25,91.67509889395448,90.96486199086223,92.51536749928427,0.5367307561779617,6,592819,0.03,0.35,0.41,0.017,0.005,4.48,14.7,0.1,3.24,,0.322,1900.0,0.5,900.0,1.0,353.0,0.5,195.0,194.0,17.0,61.0,41.0,,1.0122620408150178,185598.4453966259
F2916-00,16827,115A5260-603,T1A,2,1180,4,1,1.3496499999999998,0.7212833333333334,25.583333333333332,87.44102949591466,83.45910952619236,88.86687072237025,2.008595435684198,6,592819,0.03,0.35,0.41,0.017,0.005,4.48,14.7,0.1,3.24,,0.322,1900.0,0.5,900.0,1.0,353.0,0.5,195.0,194.0,17.0,61.0,41.0,,1.022042930520376,178736.9720674465
F2916-00,16827,115A5260-603,T2,2,1180,4,1,1.3496428571428574,0.7455857142857144,25.54285714285714,87.3202939100585,86.16803726890208,88.05583169746356,0.5309945888007712,14,592819,0.03,0.35,0.41,0.017,0.005,4.48,14.7,0.1,3.24,,0.322,1900.0,0.5,900.0,1.0,353.0,0.5,195.0,194.0,17.0,61.0,41.0,,0.9940295914647015,173597.9121639862
